lang,QID,policy_name_en
sl,Q642335,Wikipedia:Citing sources
so,Q642335,Wikipedia:Citing sources
sq,Q642335,Wikipedia:Citing sources
sr,Q642335,Wikipedia:Citing sources
su,Q642335,Wikipedia:Citing sources
sv,Q642335,Wikipedia:Citing sources
szl,Q642335,Wikipedia:Citing sources
ta,Q642335,Wikipedia:Citing sources
te,Q642335,Wikipedia:Citing sources
tg,Q642335,Wikipedia:Citing sources
th,Q642335,Wikipedia:Citing sources
tk,Q642335,Wikipedia:Citing sources
tl,Q642335,Wikipedia:Citing sources
tr,Q642335,Wikipedia:Citing sources
tt,Q642335,Wikipedia:Citing sources
uk,Q642335,Wikipedia:Citing sources
ur,Q642335,Wikipedia:Citing sources
uz,Q642335,Wikipedia:Citing sources
vi,Q642335,Wikipedia:Citing sources
wuu,Q642335,Wikipedia:Citing sources
yi,Q642335,Wikipedia:Citing sources
zh-classical,Q642335,Wikipedia:Citing sources
zh-yue,Q642335,Wikipedia:Citing sources
zh,Q642335,Wikipedia:Citing sources
af,Q3916099,Project:Be bold
als,Q3916099,Project:Be bold
ar,Q3916099,Project:Be bold
arz,Q3916099,Project:Be bold
as,Q3916099,Project:Be bold
av,Q3916099,Project:Be bold
azb,Q3916099,Project:Be bold
az,Q3916099,Project:Be bold
bar,Q3916099,Project:Be bold
ba,Q3916099,Project:Be bold
be-tarask,Q3916099,Project:Be bold
be,Q3916099,Project:Be bold
bg,Q3916099,Project:Be bold
bn,Q3916099,Project:Be bold
bs,Q3916099,Project:Be bold
ca,Q3916099,Project:Be bold
ce,Q3916099,Project:Be bold
ckb,Q3916099,Project:Be bold
cs,Q3916099,Project:Be bold
cy,Q3916099,Project:Be bold
da,Q3916099,Project:Be bold
de,Q3916099,Project:Be bold
el,Q3916099,Project:Be bold
en,Q3916099,Project:Be bold
eo,Q3916099,Project:Be bold
es,Q3916099,Project:Be bold
et,Q3916099,Project:Be bold
fa,Q3916099,Project:Be bold
fi,Q3916099,Project:Be bold
fr,Q3916099,Project:Be bold
fy,Q3916099,Project:Be bold
gan,Q3916099,Project:Be bold
gl,Q3916099,Project:Be bold
he,Q3916099,Project:Be bold
hi,Q3916099,Project:Be bold
hr,Q3916099,Project:Be bold
hu,Q3916099,Project:Be bold
hy,Q3916099,Project:Be bold
ia,Q3916099,Project:Be bold
id,Q3916099,Project:Be bold
inh,Q3916099,Project:Be bold
it,Q3916099,Project:Be bold
ja,Q3916099,Project:Be bold
jv,Q3916099,Project:Be bold
ka,Q3916099,Project:Be bold
kk,Q3916099,Project:Be bold
ko,Q3916099,Project:Be bold
ku,Q3916099,Project:Be bold
lt,Q3916099,Project:Be bold
min,Q3916099,Project:Be bold
mk,Q3916099,Project:Be bold
ml,Q3916099,Project:Be bold
ms,Q3916099,Project:Be bold
my,Q3916099,Project:Be bold
nl,Q3916099,Project:Be bold
no,Q3916099,Project:Be bold
pl,Q3916099,Project:Be bold
pt,Q3916099,Project:Be bold
ro,Q3916099,Project:Be bold
ru,Q3916099,Project:Be bold
sco,Q3916099,Project:Be bold
shn,Q3916099,Project:Be bold
sh,Q3916099,Project:Be bold
simple,Q3916099,Project:Be bold
si,Q3916099,Project:Be bold
sk,Q3916099,Project:Be bold
sl,Q3916099,Project:Be bold
sr,Q3916099,Project:Be bold
su,Q3916099,Project:Be bold
sv,Q3916099,Project:Be bold
ta,Q3916099,Project:Be bold
te,Q3916099,Project:Be bold
th,Q3916099,Project:Be bold
tl,Q3916099,Project:Be bold
tr,Q3916099,Project:Be bold
uk,Q3916099,Project:Be bold
ur,Q3916099,Project:Be bold
uz,Q3916099,Project:Be bold
vi,Q3916099,Project:Be bold
yi,Q3916099,Project:Be bold
yo,Q3916099,Project:Be bold
zh-yue,Q3916099,Project:Be bold
zh,Q3916099,Project:Be bold
af,Q4167410,Wikimedia disambiguation page
an,Q4167410,Wikimedia disambiguation page
ar,Q4167410,Wikimedia disambiguation page
arz,Q4167410,Wikimedia disambiguation page
ast,Q4167410,Wikimedia disambiguation page
as,Q4167410,Wikimedia disambiguation page
azb,Q4167410,Wikimedia disambiguation page
az,Q4167410,Wikimedia disambiguation page
bar,Q4167410,Wikimedia disambiguation page
ba,Q4167410,Wikimedia disambiguation page
be-tarask,Q4167410,Wikimedia disambiguation page
be,Q4167410,Wikimedia disambiguation page
bg,Q4167410,Wikimedia disambiguation page
bh,Q4167410,Wikimedia disambiguation page
bn,Q4167410,Wikimedia disambiguation page
br,Q4167410,Wikimedia disambiguation page
ca,Q4167410,Wikimedia disambiguation page
ceb,Q4167410,Wikimedia disambiguation page
ce,Q4167410,Wikimedia disambiguation page
ckb,Q4167410,Wikimedia disambiguation page
cs,Q4167410,Wikimedia disambiguation page
cy,Q4167410,Wikimedia disambiguation page
da,Q4167410,Wikimedia disambiguation page
de,Q4167410,Wikimedia disambiguation page
el,Q4167410,Wikimedia disambiguation page
en,Q4167410,Wikimedia disambiguation page
eo,Q4167410,Wikimedia disambiguation page
es,Q4167410,Wikimedia disambiguation page
et,Q4167410,Wikimedia disambiguation page
eu,Q4167410,Wikimedia disambiguation page
fa,Q4167410,Wikimedia disambiguation page
fi,Q4167410,Wikimedia disambiguation page
fr,Q4167410,Wikimedia disambiguation page
gl,Q4167410,Wikimedia disambiguation page
gu,Q4167410,Wikimedia disambiguation page
gv,Q4167410,Wikimedia disambiguation page
he,Q4167410,Wikimedia disambiguation page
hi,Q4167410,Wikimedia disambiguation page
hr,Q4167410,Wikimedia disambiguation page
hsb,Q4167410,Wikimedia disambiguation page
hu,Q4167410,Wikimedia disambiguation page
hy,Q4167410,Wikimedia disambiguation page
ia,Q4167410,Wikimedia disambiguation page
id,Q4167410,Wikimedia disambiguation page
ilo,Q4167410,Wikimedia disambiguation page
inh,Q4167410,Wikimedia disambiguation page
io,Q4167410,Wikimedia disambiguation page
is,Q4167410,Wikimedia disambiguation page
it,Q4167410,Wikimedia disambiguation page
ja,Q4167410,Wikimedia disambiguation page
jv,Q4167410,Wikimedia disambiguation page
ka,Q4167410,Wikimedia disambiguation page
kk,Q4167410,Wikimedia disambiguation page
km,Q4167410,Wikimedia disambiguation page
kn,Q4167410,Wikimedia disambiguation page
ko,Q4167410,Wikimedia disambiguation page
ksh,Q4167410,Wikimedia disambiguation page
la,Q4167410,Wikimedia disambiguation page
lb,Q4167410,Wikimedia disambiguation page
li,Q4167410,Wikimedia disambiguation page
lt,Q4167410,Wikimedia disambiguation page
lv,Q4167410,Wikimedia disambiguation page
map-bms,Q4167410,Wikimedia disambiguation page
mdf,Q4167410,Wikimedia disambiguation page
mk,Q4167410,Wikimedia disambiguation page
ml,Q4167410,Wikimedia disambiguation page
mni,Q4167410,Wikimedia disambiguation page
ms,Q4167410,Wikimedia disambiguation page
mwl,Q4167410,Wikimedia disambiguation page
mzn,Q4167410,Wikimedia disambiguation page
nds,Q4167410,Wikimedia disambiguation page
ne,Q4167410,Wikimedia disambiguation page
nl,Q4167410,Wikimedia disambiguation page
nn,Q4167410,Wikimedia disambiguation page
no,Q4167410,Wikimedia disambiguation page
nrm,Q4167410,Wikimedia disambiguation page
pl,Q4167410,Wikimedia disambiguation page
pms,Q4167410,Wikimedia disambiguation page
pt,Q4167410,Wikimedia disambiguation page
rmy,Q4167410,Wikimedia disambiguation page
ro,Q4167410,Wikimedia disambiguation page
ru,Q4167410,Wikimedia disambiguation page
sd,Q4167410,Wikimedia disambiguation page
sh,Q4167410,Wikimedia disambiguation page
simple,Q4167410,Wikimedia disambiguation page
si,Q4167410,Wikimedia disambiguation page
sk,Q4167410,Wikimedia disambiguation page
sl,Q4167410,Wikimedia disambiguation page
sq,Q4167410,Wikimedia disambiguation page
sr,Q4167410,Wikimedia disambiguation page
stq,Q4167410,Wikimedia disambiguation page
su,Q4167410,Wikimedia disambiguation page
sv,Q4167410,Wikimedia disambiguation page
szl,Q4167410,Wikimedia disambiguation page
ta,Q4167410,Wikimedia disambiguation page
te,Q4167410,Wikimedia disambiguation page
tg,Q4167410,Wikimedia disambiguation page
th,Q4167410,Wikimedia disambiguation page
tl,Q4167410,Wikimedia disambiguation page
tr,Q4167410,Wikimedia disambiguation page
tt,Q4167410,Wikimedia disambiguation page
uk,Q4167410,Wikimedia disambiguation page
ur,Q4167410,Wikimedia disambiguation page
vi,Q4167410,Wikimedia disambiguation page
vo,Q4167410,Wikimedia disambiguation page
wa,Q4167410,Wikimedia disambiguation page
wuu,Q4167410,Wikimedia disambiguation page
yi,Q4167410,Wikimedia disambiguation page
zea,Q4167410,Wikimedia disambiguation page
zh-classical,Q4167410,Wikimedia disambiguation page
zh-min-nan,Q4167410,Wikimedia disambiguation page
zh-yue,Q4167410,Wikimedia disambiguation page
zh,Q4167410,Wikimedia disambiguation page
af,Q4592334,Wikipedia:User pages
ar,Q4592334,Wikipedia:User pages
arz,Q4592334,Wikipedia:User pages
as,Q4592334,Wikipedia:User pages
azb,Q4592334,Wikipedia:User pages
az,Q4592334,Wikipedia:User pages
ba,Q4592334,Wikipedia:User pages
be-tarask,Q4592334,Wikipedia:User pages
be,Q4592334,Wikipedia:User pages
bg,Q4592334,Wikipedia:User pages
bh,Q4592334,Wikipedia:User pages
bn,Q4592334,Wikipedia:User pages
br,Q4592334,Wikipedia:User pages
ca,Q4592334,Wikipedia:User pages
ceb,Q4592334,Wikipedia:User pages
ce,Q4592334,Wikipedia:User pages
ckb,Q4592334,Wikipedia:User pages
cs,Q4592334,Wikipedia:User pages
da,Q4592334,Wikipedia:User pages
de,Q4592334,Wikipedia:User pages
diq,Q4592334,Wikipedia:User pages
el,Q4592334,Wikipedia:User pages
en,Q4592334,Wikipedia:User pages
eo,Q4592334,Wikipedia:User pages
es,Q4592334,Wikipedia:User pages
et,Q4592334,Wikipedia:User pages
eu,Q4592334,Wikipedia:User pages
fa,Q4592334,Wikipedia:User pages
fi,Q4592334,Wikipedia:User pages
fr,Q4592334,Wikipedia:User pages
gl,Q4592334,Wikipedia:User pages
gu,Q4592334,Wikipedia:User pages
he,Q4592334,Wikipedia:User pages
hi,Q4592334,Wikipedia:User pages
hr,Q4592334,Wikipedia:User pages
hsb,Q4592334,Wikipedia:User pages
hu,Q4592334,Wikipedia:User pages
hy,Q4592334,Wikipedia:User pages
id,Q4592334,Wikipedia:User pages
ilo,Q4592334,Wikipedia:User pages
it,Q4592334,Wikipedia:User pages
ja,Q4592334,Wikipedia:User pages
jv,Q4592334,Wikipedia:User pages
kk,Q4592334,Wikipedia:User pages
km,Q4592334,Wikipedia:User pages
ko,Q4592334,Wikipedia:User pages
lad,Q4592334,Wikipedia:User pages
la,Q4592334,Wikipedia:User pages
lmo,Q4592334,Wikipedia:User pages
lt,Q4592334,Wikipedia:User pages
lv,Q4592334,Wikipedia:User pages
map-bms,Q4592334,Wikipedia:User pages
min,Q4592334,Wikipedia:User pages
mk,Q4592334,Wikipedia:User pages
ml,Q4592334,Wikipedia:User pages
ms,Q4592334,Wikipedia:User pages
my,Q4592334,Wikipedia:User pages
ne,Q4592334,Wikipedia:User pages
nl,Q4592334,Wikipedia:User pages
no,Q4592334,Wikipedia:User pages
oc,Q4592334,Wikipedia:User pages
or,Q4592334,Wikipedia:User pages
pl,Q4592334,Wikipedia:User pages
pt,Q4592334,Wikipedia:User pages
ro,Q4592334,Wikipedia:User pages
ru,Q4592334,Wikipedia:User pages
sah,Q4592334,Wikipedia:User pages
scn,Q4592334,Wikipedia:User pages
sc,Q4592334,Wikipedia:User pages
sd,Q4592334,Wikipedia:User pages
se,Q4592334,Wikipedia:User pages
shn,Q4592334,Wikipedia:User pages
simple,Q4592334,Wikipedia:User pages
si,Q4592334,Wikipedia:User pages
sk,Q4592334,Wikipedia:User pages
sl,Q4592334,Wikipedia:User pages
so,Q4592334,Wikipedia:User pages
sq,Q4592334,Wikipedia:User pages
sr,Q4592334,Wikipedia:User pages
su,Q4592334,Wikipedia:User pages
sv,Q4592334,Wikipedia:User pages
sw,Q4592334,Wikipedia:User pages
ta,Q4592334,Wikipedia:User pages
te,Q4592334,Wikipedia:User pages
tg,Q4592334,Wikipedia:User pages
th,Q4592334,Wikipedia:User pages
tr,Q4592334,Wikipedia:User pages
uk,Q4592334,Wikipedia:User pages
ur,Q4592334,Wikipedia:User pages
vi,Q4592334,Wikipedia:User pages
yi,Q4592334,Wikipedia:User pages
zh-min-nan,Q4592334,Wikipedia:User pages
zh-yue,Q4592334,Wikipedia:User pages
zh,Q4592334,Wikipedia:User pages
ace,Q4664109,Wikipedia:Criteria for speedy deletion
af,Q4664109,Wikipedia:Criteria for speedy deletion
ar,Q4664109,Wikipedia:Criteria for speedy deletion
arz,Q4664109,Wikipedia:Criteria for speedy deletion
as,Q4664109,Wikipedia:Criteria for speedy deletion
azb,Q4664109,Wikipedia:Criteria for speedy deletion
az,Q4664109,Wikipedia:Criteria for speedy deletion
ba,Q4664109,Wikipedia:Criteria for speedy deletion
be-tarask,Q4664109,Wikipedia:Criteria for speedy deletion
be,Q4664109,Wikipedia:Criteria for speedy deletion
bh,Q4664109,Wikipedia:Criteria for speedy deletion
bn,Q4664109,Wikipedia:Criteria for speedy deletion
br,Q4664109,Wikipedia:Criteria for speedy deletion
ca,Q4664109,Wikipedia:Criteria for speedy deletion
ckb,Q4664109,Wikipedia:Criteria for speedy deletion
cs,Q4664109,Wikipedia:Criteria for speedy deletion
cv,Q4664109,Wikipedia:Criteria for speedy deletion
de,Q4664109,Wikipedia:Criteria for speedy deletion
el,Q4664109,Wikipedia:Criteria for speedy deletion
en,Q4664109,Wikipedia:Criteria for speedy deletion
eo,Q4664109,Wikipedia:Criteria for speedy deletion
es,Q4664109,Wikipedia:Criteria for speedy deletion
fa,Q4664109,Wikipedia:Criteria for speedy deletion
fi,Q4664109,Wikipedia:Criteria for speedy deletion
fr,Q4664109,Wikipedia:Criteria for speedy deletion
gl,Q4664109,Wikipedia:Criteria for speedy deletion
gom,Q4664109,Wikipedia:Criteria for speedy deletion
hak,Q4664109,Wikipedia:Criteria for speedy deletion
hr,Q4664109,Wikipedia:Criteria for speedy deletion
id,Q4664109,Wikipedia:Criteria for speedy deletion
ig,Q4664109,Wikipedia:Criteria for speedy deletion
it,Q4664109,Wikipedia:Criteria for speedy deletion
ja,Q4664109,Wikipedia:Criteria for speedy deletion
ka,Q4664109,Wikipedia:Criteria for speedy deletion
kk,Q4664109,Wikipedia:Criteria for speedy deletion
km,Q4664109,Wikipedia:Criteria for speedy deletion
kn,Q4664109,Wikipedia:Criteria for speedy deletion
ko,Q4664109,Wikipedia:Criteria for speedy deletion
ks,Q4664109,Wikipedia:Criteria for speedy deletion
la,Q4664109,Wikipedia:Criteria for speedy deletion
lb,Q4664109,Wikipedia:Criteria for speedy deletion
lv,Q4664109,Wikipedia:Criteria for speedy deletion
mai,Q4664109,Wikipedia:Criteria for speedy deletion
mdf,Q4664109,Wikipedia:Criteria for speedy deletion
mk,Q4664109,Wikipedia:Criteria for speedy deletion
ml,Q4664109,Wikipedia:Criteria for speedy deletion
ms,Q4664109,Wikipedia:Criteria for speedy deletion
my,Q4664109,Wikipedia:Criteria for speedy deletion
nds,Q4664109,Wikipedia:Criteria for speedy deletion
ne,Q4664109,Wikipedia:Criteria for speedy deletion
nl,Q4664109,Wikipedia:Criteria for speedy deletion
oc,Q4664109,Wikipedia:Criteria for speedy deletion
pap,Q4664109,Wikipedia:Criteria for speedy deletion
pl,Q4664109,Wikipedia:Criteria for speedy deletion
pt,Q4664109,Wikipedia:Criteria for speedy deletion
ro,Q4664109,Wikipedia:Criteria for speedy deletion
rue,Q4664109,Wikipedia:Criteria for speedy deletion
ru,Q4664109,Wikipedia:Criteria for speedy deletion
sah,Q4664109,Wikipedia:Criteria for speedy deletion
sco,Q4664109,Wikipedia:Criteria for speedy deletion
sd,Q4664109,Wikipedia:Criteria for speedy deletion
shn,Q4664109,Wikipedia:Criteria for speedy deletion
sh,Q4664109,Wikipedia:Criteria for speedy deletion
simple,Q4664109,Wikipedia:Criteria for speedy deletion
si,Q4664109,Wikipedia:Criteria for speedy deletion
sk,Q4664109,Wikipedia:Criteria for speedy deletion
sl,Q4664109,Wikipedia:Criteria for speedy deletion
smn,Q4664109,Wikipedia:Criteria for speedy deletion
sr,Q4664109,Wikipedia:Criteria for speedy deletion
sv,Q4664109,Wikipedia:Criteria for speedy deletion
szl,Q4664109,Wikipedia:Criteria for speedy deletion
ta,Q4664109,Wikipedia:Criteria for speedy deletion
te,Q4664109,Wikipedia:Criteria for speedy deletion
tg,Q4664109,Wikipedia:Criteria for speedy deletion
th,Q4664109,Wikipedia:Criteria for speedy deletion
tl,Q4664109,Wikipedia:Criteria for speedy deletion
tr,Q4664109,Wikipedia:Criteria for speedy deletion
ts,Q4664109,Wikipedia:Criteria for speedy deletion
tt,Q4664109,Wikipedia:Criteria for speedy deletion
uk,Q4664109,Wikipedia:Criteria for speedy deletion
ur,Q4664109,Wikipedia:Criteria for speedy deletion
uz,Q4664109,Wikipedia:Criteria for speedy deletion
vec,Q4664109,Wikipedia:Criteria for speedy deletion
vi,Q4664109,Wikipedia:Criteria for speedy deletion
yo,Q4664109,Wikipedia:Criteria for speedy deletion
zh-classical,Q4664109,Wikipedia:Criteria for speedy deletion
zh-yue,Q4664109,Wikipedia:Criteria for speedy deletion
zh,Q4664109,Wikipedia:Criteria for speedy deletion
als,Q4663253,Wikipedia:Signatures
ar,Q4663253,Wikipedia:Signatures
arz,Q4663253,Wikipedia:Signatures
as,Q4663253,Wikipedia:Signatures
azb,Q4663253,Wikipedia:Signatures
az,Q4663253,Wikipedia:Signatures
bar,Q4663253,Wikipedia:Signatures
ba,Q4663253,Wikipedia:Signatures
bg,Q4663253,Wikipedia:Signatures
bh,Q4663253,Wikipedia:Signatures
bjn,Q4663253,Wikipedia:Signatures
bn,Q4663253,Wikipedia:Signatures
br,Q4663253,Wikipedia:Signatures
bs,Q4663253,Wikipedia:Signatures
ca,Q4663253,Wikipedia:Signatures
ce,Q4663253,Wikipedia:Signatures
ckb,Q4663253,Wikipedia:Signatures
cs,Q4663253,Wikipedia:Signatures
cy,Q4663253,Wikipedia:Signatures
da,Q4663253,Wikipedia:Signatures
de,Q4663253,Wikipedia:Signatures
diq,Q4663253,Wikipedia:Signatures
el,Q4663253,Wikipedia:Signatures
en,Q4663253,Wikipedia:Signatures
eo,Q4663253,Wikipedia:Signatures
es,Q4663253,Wikipedia:Signatures
eu,Q4663253,Wikipedia:Signatures
fa,Q4663253,Wikipedia:Signatures
fi,Q4663253,Wikipedia:Signatures
fr,Q4663253,Wikipedia:Signatures
fur,Q4663253,Wikipedia:Signatures
ga,Q4663253,Wikipedia:Signatures
gl,Q4663253,Wikipedia:Signatures
gu,Q4663253,Wikipedia:Signatures
he,Q4663253,Wikipedia:Signatures
hi,Q4663253,Wikipedia:Signatures
hr,Q4663253,Wikipedia:Signatures
hu,Q4663253,Wikipedia:Signatures
hy,Q4663253,Wikipedia:Signatures
id,Q4663253,Wikipedia:Signatures
ilo,Q4663253,Wikipedia:Signatures
it,Q4663253,Wikipedia:Signatures
ja,Q4663253,Wikipedia:Signatures
jv,Q4663253,Wikipedia:Signatures
kk,Q4663253,Wikipedia:Signatures
kl,Q4663253,Wikipedia:Signatures
km,Q4663253,Wikipedia:Signatures
ko,Q4663253,Wikipedia:Signatures
ku,Q4663253,Wikipedia:Signatures
la,Q4663253,Wikipedia:Signatures
lb,Q4663253,Wikipedia:Signatures
map-bms,Q4663253,Wikipedia:Signatures
mg,Q4663253,Wikipedia:Signatures
mk,Q4663253,Wikipedia:Signatures
ml,Q4663253,Wikipedia:Signatures
mr,Q4663253,Wikipedia:Signatures
ms,Q4663253,Wikipedia:Signatures
mt,Q4663253,Wikipedia:Signatures
nds,Q4663253,Wikipedia:Signatures
ne,Q4663253,Wikipedia:Signatures
nl,Q4663253,Wikipedia:Signatures
no,Q4663253,Wikipedia:Signatures
oc,Q4663253,Wikipedia:Signatures
or,Q4663253,Wikipedia:Signatures
pl,Q4663253,Wikipedia:Signatures
ps,Q4663253,Wikipedia:Signatures
pt,Q4663253,Wikipedia:Signatures
ro,Q4663253,Wikipedia:Signatures
ru,Q4663253,Wikipedia:Signatures
sah,Q4663253,Wikipedia:Signatures
sco,Q4663253,Wikipedia:Signatures
sd,Q4663253,Wikipedia:Signatures
sh,Q4663253,Wikipedia:Signatures
simple,Q4663253,Wikipedia:Signatures
si,Q4663253,Wikipedia:Signatures
sk,Q4663253,Wikipedia:Signatures
sl,Q4663253,Wikipedia:Signatures
so,Q4663253,Wikipedia:Signatures
sr,Q4663253,Wikipedia:Signatures
sv,Q4663253,Wikipedia:Signatures
ta,Q4663253,Wikipedia:Signatures
te,Q4663253,Wikipedia:Signatures
th,Q4663253,Wikipedia:Signatures
tr,Q4663253,Wikipedia:Signatures
uk,Q4663253,Wikipedia:Signatures
ur,Q4663253,Wikipedia:Signatures
uz,Q4663253,Wikipedia:Signatures
vec,Q4663253,Wikipedia:Signatures
vi,Q4663253,Wikipedia:Signatures
yi,Q4663253,Wikipedia:Signatures
zh-yue,Q4663253,Wikipedia:Signatures
zh,Q4663253,Wikipedia:Signatures
als,Q4167836,Wikimedia category
ar,Q4167836,Wikimedia category
arz,Q4167836,Wikimedia category
as,Q4167836,Wikimedia category
azb,Q4167836,Wikimedia category
az,Q4167836,Wikimedia category
ba,Q4167836,Wikimedia category
be-tarask,Q4167836,Wikimedia category
be,Q4167836,Wikimedia category
bg,Q4167836,Wikimedia category
bh,Q4167836,Wikimedia category
bn,Q4167836,Wikimedia category
bs,Q4167836,Wikimedia category
ca,Q4167836,Wikimedia category
ceb,Q4167836,Wikimedia category
ckb,Q4167836,Wikimedia category
cs,Q4167836,Wikimedia category
da,Q4167836,Wikimedia category
de,Q4167836,Wikimedia category
el,Q4167836,Wikimedia category
en,Q4167836,Wikimedia category
es,Q4167836,Wikimedia category
et,Q4167836,Wikimedia category
fa,Q4167836,Wikimedia category
fi,Q4167836,Wikimedia category
fr,Q4167836,Wikimedia category
gl,Q4167836,Wikimedia category
gu,Q4167836,Wikimedia category
gv,Q4167836,Wikimedia category
he,Q4167836,Wikimedia category
hi,Q4167836,Wikimedia category
hr,Q4167836,Wikimedia category
hu,Q4167836,Wikimedia category
hy,Q4167836,Wikimedia category
ia,Q4167836,Wikimedia category
it,Q4167836,Wikimedia category
ja,Q4167836,Wikimedia category
ka,Q4167836,Wikimedia category
ko,Q4167836,Wikimedia category
ku,Q4167836,Wikimedia category
kw,Q4167836,Wikimedia category
la,Q4167836,Wikimedia category
lt,Q4167836,Wikimedia category
mk,Q4167836,Wikimedia category
ml,Q4167836,Wikimedia category
mr,Q4167836,Wikimedia category
ms,Q4167836,Wikimedia category
my,Q4167836,Wikimedia category
nds,Q4167836,Wikimedia category
ne,Q4167836,Wikimedia category
nl,Q4167836,Wikimedia category
pl,Q4167836,Wikimedia category
pt,Q4167836,Wikimedia category
rmy,Q4167836,Wikimedia category
ro,Q4167836,Wikimedia category
ru,Q4167836,Wikimedia category
scn,Q4167836,Wikimedia category
sco,Q4167836,Wikimedia category
sd,Q4167836,Wikimedia category
se,Q4167836,Wikimedia category
sh,Q4167836,Wikimedia category
simple,Q4167836,Wikimedia category
si,Q4167836,Wikimedia category
sk,Q4167836,Wikimedia category
sl,Q4167836,Wikimedia category
sq,Q4167836,Wikimedia category
sr,Q4167836,Wikimedia category
su,Q4167836,Wikimedia category
sv,Q4167836,Wikimedia category
ta,Q4167836,Wikimedia category
te,Q4167836,Wikimedia category
tg,Q4167836,Wikimedia category
th,Q4167836,Wikimedia category
tr,Q4167836,Wikimedia category
tt,Q4167836,Wikimedia category
uk,Q4167836,Wikimedia category
ur,Q4167836,Wikimedia category
uz,Q4167836,Wikimedia category
vi,Q4167836,Wikimedia category
wuu,Q4167836,Wikimedia category
yi,Q4167836,Wikimedia category
zh-yue,Q4167836,Wikimedia category
zh,Q4167836,Wikimedia category
als,Q3621820,Wikipedia:Etiquette
ar,Q3621820,Wikipedia:Etiquette
arz,Q3621820,Wikipedia:Etiquette
ast,Q3621820,Wikipedia:Etiquette
azb,Q3621820,Wikipedia:Etiquette
az,Q3621820,Wikipedia:Etiquette
bar,Q3621820,Wikipedia:Etiquette
be-tarask,Q3621820,Wikipedia:Etiquette
be,Q3621820,Wikipedia:Etiquette
bg,Q3621820,Wikipedia:Etiquette
bn,Q3621820,Wikipedia:Etiquette
ca,Q3621820,Wikipedia:Etiquette
ckb,Q3621820,Wikipedia:Etiquette
cs,Q3621820,Wikipedia:Etiquette
da,Q3621820,Wikipedia:Etiquette
de,Q3621820,Wikipedia:Etiquette
en,Q3621820,Wikipedia:Etiquette
eo,Q3621820,Wikipedia:Etiquette
es,Q3621820,Wikipedia:Etiquette
fa,Q3621820,Wikipedia:Etiquette
fi,Q3621820,Wikipedia:Etiquette
fr,Q3621820,Wikipedia:Etiquette
fy,Q3621820,Wikipedia:Etiquette
gl,Q3621820,Wikipedia:Etiquette
he,Q3621820,Wikipedia:Etiquette
hi,Q3621820,Wikipedia:Etiquette
hr,Q3621820,Wikipedia:Etiquette
hu,Q3621820,Wikipedia:Etiquette
hy,Q3621820,Wikipedia:Etiquette
ia,Q3621820,Wikipedia:Etiquette
id,Q3621820,Wikipedia:Etiquette
is,Q3621820,Wikipedia:Etiquette
it,Q3621820,Wikipedia:Etiquette
ja,Q3621820,Wikipedia:Etiquette
jv,Q3621820,Wikipedia:Etiquette
ka,Q3621820,Wikipedia:Etiquette
ko,Q3621820,Wikipedia:Etiquette
ku,Q3621820,Wikipedia:Etiquette
map-bms,Q3621820,Wikipedia:Etiquette
mk,Q3621820,Wikipedia:Etiquette
ml,Q3621820,Wikipedia:Etiquette
ms,Q3621820,Wikipedia:Etiquette
mt,Q3621820,Wikipedia:Etiquette
nap,Q3621820,Wikipedia:Etiquette
nl,Q3621820,Wikipedia:Etiquette
no,Q3621820,Wikipedia:Etiquette
pl,Q3621820,Wikipedia:Etiquette
pt,Q3621820,Wikipedia:Etiquette
ro,Q3621820,Wikipedia:Etiquette
rue,Q3621820,Wikipedia:Etiquette
ru,Q3621820,Wikipedia:Etiquette
sat,Q3621820,Wikipedia:Etiquette
scn,Q3621820,Wikipedia:Etiquette
sh,Q3621820,Wikipedia:Etiquette
si,Q3621820,Wikipedia:Etiquette
sk,Q3621820,Wikipedia:Etiquette
sl,Q3621820,Wikipedia:Etiquette
sr,Q3621820,Wikipedia:Etiquette
su,Q3621820,Wikipedia:Etiquette
sv,Q3621820,Wikipedia:Etiquette
ta,Q3621820,Wikipedia:Etiquette
te,Q3621820,Wikipedia:Etiquette
th,Q3621820,Wikipedia:Etiquette
tr,Q3621820,Wikipedia:Etiquette
tt,Q3621820,Wikipedia:Etiquette
uk,Q3621820,Wikipedia:Etiquette
ur,Q3621820,Wikipedia:Etiquette
vec,Q3621820,Wikipedia:Etiquette
vi,Q3621820,Wikipedia:Etiquette
yi,Q3621820,Wikipedia:Etiquette
zh,Q3621820,Wikipedia:Etiquette
af,Q79951,Wikipedia:Verifiability
ar,Q79951,Wikipedia:Verifiability
ary,Q79951,Wikipedia:Verifiability
arz,Q79951,Wikipedia:Verifiability
ast,Q79951,Wikipedia:Verifiability
as,Q79951,Wikipedia:Verifiability
azb,Q79951,Wikipedia:Verifiability
az,Q79951,Wikipedia:Verifiability
be-tarask,Q79951,Wikipedia:Verifiability
be,Q79951,Wikipedia:Verifiability
bg,Q79951,Wikipedia:Verifiability
bh,Q79951,Wikipedia:Verifiability
bn,Q79951,Wikipedia:Verifiability
bs,Q79951,Wikipedia:Verifiability
ca,Q79951,Wikipedia:Verifiability
ckb,Q79951,Wikipedia:Verifiability
cs,Q79951,Wikipedia:Verifiability
cv,Q79951,Wikipedia:Verifiability
